inputs,target
"Thank you.  It's been a long time since I've seen him, so it's nice to see him again. @ You as well.  Thank you for the well wishes.  Have a great day!",You're welcome! I hope you have a great rest of your evening. Take care.
Thank you. I try to be a good one. What do you do for a living? @ That's cool. I bet you have some interesting stories to tell. What kind of warehouses do you work in?,"I work in a warehouse. It's not the most exciting job in the world, but it pays the bills."
"I work in a warehouse. It's not the most exciting job in the world, but it pays the bills. @ I don't work there anymore, but I did when I was younger. I worked in a box factory.",That's cool. I bet you have some interesting stories to tell. What kind of warehouses do you work in?
That's cool. I bet you have some interesting stories to tell. What kind of warehouses do you work in? @ That sounds like an interesting job. How long did it take you to learn how to do it?,"I don't work there anymore, but I did when I was younger. I worked in a box factory."
That sounds like an interesting job. How long did it take you to learn how to do it? @ I bet it did. Did you have to learn a lot about how to operate the machinery?,"It took me a few months to get the hang of it, but it was a lot of fun."
I bet it did. Did you have to learn a lot about how to operate the machinery? @ That's good. I'm glad you were able to learn how to properly operate it.,"Yes, I had to know how to use a variety of tools to make sure the machine was working correctly."
That's good. I'm sure they appreciate you being there for them as much as you do. @ You sound like a great person. I wish I had more friends like you in my life.,I try my best to make sure they have everything they need. I don't want them to feel lonely.
"It really is, especially if you have a kayak with a rod and reel. @ It really is. You should give it a try sometime. It's very relaxing.","I have never been kayaking, but it does seem like it would be fun."
"It really is. You should give it a try sometime. It's very relaxing. @ Yes, I do. I like to go fishing on the weekends. What about you?","I think I will, it looks like a lot of fun. Do you have any other hobbies?"
"I think I will, it looks like a lot of fun. Do you have any other hobbies? @ I like fishing too, but I don't get to do it as much as I'd like. What kind of fishing do you like to do?","Yes, I do. I like to go fishing on the weekends. What about you?"
"Yes, I do. I like to go fishing on the weekends. What about you? @ I like salmon fishing. It's very relaxing. What do you do for fun?","I like fishing too, but I don't get to do it as much as I'd like. What kind of fishing do you like to do?"
"I like fishing too, but I don't get to do it as much as I'd like. What kind of fishing do you like to do? @ I love going to the lake and fishing for trout and salmon. I also like to hike.",I like salmon fishing. It's very relaxing. What do you do for fun?
I'm sure she does. It's always nice to have someone that you can count on. @ That's great to hear. I hope you guys have a long and happy life together.,It really is. I am so grateful to have her in my life. I don't know what I would do without her.
Soccer is a great sport to watch.  It is played on a rectangular field with a goal at each end. @ It is a team sport where you try to score goals by kicking the ball into the opposing goal.,"I've never heard of it, but I'll have to look it up. What is it about?"
"I've never heard of it, but I'll have to look it up. What is it about? @ That sounds like a lot of fun. I like to watch soccer on TV. Do you have a favorite team?",It is a team sport where you try to score goals by kicking the ball into the opposing goal.
It is a team sport where you try to score goals by kicking the ball into the opposing goal. @ My favorite team is the Seattle Sounders. They are a professional soccer team based in Washington D.C.,That sounds like a lot of fun. I like to watch soccer on TV. Do you have a favorite team?
Yes they do. They were founded in 1962. They have been around a long time. @ You should. They are one of the oldest professional sports teams in the United States.,I'll have to look them up and see if I can catch a game sometime.
"I used to play soccer, but now I just watch it. I'm a goalie too! @ It really is. It's a team sport, so you have to be very coordinated.","That's awesome! I'm not very good at it, but it's a lot of fun."
"That's awesome! I'm not very good at it, but it's a lot of fun. @ I'm sure you are, it takes a lot to be a good goalie. Do you have a favorite team?","It really is. It's a team sport, so you have to be very coordinated."
"It really is. It's a team sport, so you have to be very coordinated. @ My favorite team is the Toronto Maple Leafs. They are a professional hockey team based in Toronto, Ontario.","I'm sure you are, it takes a lot to be a good goalie. Do you have a favorite team?"
"My favorite team is the Toronto Maple Leafs. They are a professional hockey team based in Toronto, Ontario. @ They are one of the best teams in the NHL. They were founded in 1962.","I've heard of them, but I don't know much about them. Are they any good?"
I don't really have much time for hobbies. I spend most of my time studying. @ I am studying business administration. What do you like to do in your spare time?,That's too bad. What are you studying? I'm studying to be a dental hygienist.
That's too bad. What are you studying? I'm studying to be a dental hygienist. @ I like to spend time with my family. I love spending time with them. How about you?,I am studying business administration. What do you like to do in your spare time?
"Thank you. It's been a long time since I've been in a relationship, but it still hurts. @ Thank you. It's been a long time since I've been in a relationship, but it still hurts.",I'm sorry to hear that.  I know how you feel.  It will get better.
"Thank you. It's been a long time since I've been in a relationship, but it still hurts. @ Thank you for the kind words. I'm trying to keep my head up and stay positive.",I know what you mean.  Just keep your chin up and you'll get through it.
Thank you so much for the support. It means a lot to me to know that there are still good people out there. @ Thank you for the kind words. I appreciate it so much. I'm trying to stay positive.,"Of course.  We're all here for you.  If you need someone to talk to, just let me know."
"Yes, I agree. I wish I knew another language so I could learn a new language. @ Yes, it would be great to be fluent in more than one language. Do you speak any other languages?","I know, right? It would be nice to be able to speak another language fluently."
"I know, right? It would be nice to be able to speak another language fluently. @ No, I don't. I would love to learn another language, but I'm not sure where to start.","Yes, it would be great to be fluent in more than one language. Do you speak any other languages?"
"Yes, it would be great to be fluent in more than one language. Do you speak any other languages? @ I would start with Spanish. It is the second most spoken language in the world after English.","No, I don't. I would love to learn another language, but I'm not sure where to start."
I would start with Spanish. It is the second most spoken language in the world after English. @ It is a great language to learn. It has a lot of roots in Latin and Greek.,"That's a good idea, I'll have to look into it. I've always wanted to learn a second language."
"I'm just listening to some podcasts and relaxing. How about you? What are you doing? @ I listen to a lot of podcasts, but lately I've been listening to a bunch of comedy ones. What kind of music do you like?",I'm relaxing as well. I just got back from the gym. What podcasts are you listening to?
I'm relaxing as well. I just got back from the gym. What podcasts are you listening to? @ I like all kinds of music. What are some of your favorite comedy comedy shows?,"I listen to a lot of podcasts, but lately I've been listening to a bunch of comedy ones. What kind of music do you like?"
"I listen to a lot of podcasts, but lately I've been listening to a bunch of comedy ones. What kind of music do you like? @ I'm a big fan of stand-up comedy. My favorite comedian is Dennis Miller. What about you?",I like all kinds of music. What are some of your favorite comedy comedy shows?
"I like all kinds of music. What are some of your favorite comedy comedy shows? @ I don't really have a favorite, but I do like stand up comedy from time to time.",I'm a big fan of stand-up comedy. My favorite comedian is Dennis Miller. What about you?
"I'm a big fan of stand-up comedy. My favorite comedian is Dennis Miller. What about you? @ Have you ever seen the show ""So You Think You Can Dance"" on NBC? It's one of my favorites.","I don't really have a favorite, but I do like stand up comedy from time to time."
"Have you ever seen the show ""So You Think You Can Dance"" on NBC? It's one of my favorites. @ It's a show about a group of dancers who compete against each other. It's pretty funny.","No, I haven't seen that one. I'll have to check it out. What is it about?"
"No, I don't have a bow, but I do like archery. What do you like to hunt? @ That sounds like a lot of fun. I've never been fishing before. Do you use a rod and reel?",I love to hunt deer and elk.  I also like to go fishing.
"I love to hunt deer and elk.  I also like to go fishing. @ Yes, I use a fishing rod, reel, line, and hooks.",That sounds like a lot of fun. I've never been fishing before. Do you use a rod and reel?
That sounds like a lot of fun. I've never been fishing before. Do you use a rod and reel? @ That sounds like it would be a good way to catch some fish. What kind of bait do you use?,"Yes, I use a fishing rod, reel, line, and hooks."
That sounds like it would be a good way to catch some fish. What kind of bait do you use? @ That sounds like a lot of fun. I would love to go fishing with you sometime.,"I use live bait, but I also use artificial baits as well."
"I use live bait, but I also use artificial baits as well. @ That would be great! I have been fishing since I was a kid, so I'm pretty good at it.",That sounds like a lot of fun. I would love to go fishing with you sometime.
"That sounds like a lot of fun. I would love to go fishing with you sometime. @ That's great. I've never tried fishing before, but it sounds like fun.","That would be great! I have been fishing since I was a kid, so I'm pretty good at it."
"That would be great! I have been fishing since I was a kid, so I'm pretty good at it. @ It is very relaxing, especially if you have a good fishing rod and reel.","That's great. I've never tried fishing before, but it sounds like fun."
"I know, right? I would've been so freaked out if I saw something like that in real life. @ I don't think I'd have been able to sleep that night. It was just so unsettling.","Yeah, I would be too. I can't imagine what I would do if that happened to me."
"Yeah, I would be too. I can't imagine what I would do if that happened to me. @ I can imagine. I would have been so scared. Did you ever find out what it was?",I don't think I'd have been able to sleep that night. It was just so unsettling.
"I don't think I'd have been able to sleep that night. It was just so unsettling. @ No, I was too scared to go back to sleep. I ended up sleeping on the couch for the rest of the night.",I can imagine. I would have been so scared. Did you ever find out what it was?
I can imagine. I would have been so scared. Did you ever find out what it was? @ That's good. I'm glad you didn't have to wake up to find out.,"No, I was too scared to go back to sleep. I ended up sleeping on the couch for the rest of the night."
"No, I don't have any kids, but I do have a wife and child. How about you? @ I like to play video games and watch movies. I also like to go to the movies.","Yes, I have a son and a daughter. Do you have any hobbies that you like to do?"
"Yes, I have a son and a daughter. Do you have any hobbies that you like to do? @ That sounds like a lot of fun. What kind of movies do you like? I like action and comedies.",I like to play video games and watch movies. I also like to go to the movies.
I like to play video games and watch movies. I also like to go to the movies. @ I like all kinds of movies. My favorite movie of all time is The Godfather Part II.,That sounds like a lot of fun. What kind of movies do you like? I like action and comedies.
"That sounds like a lot of fun. What kind of movies do you like? I like action and comedies. @ I haven't seen that one yet, but I've heard good things about it. Have you seen any other movies?",I like all kinds of movies. My favorite movie of all time is The Godfather Part II.
"I like all kinds of movies. My favorite movie of all time is The Godfather Part II. @ Yes, I've seen all of them except for the fourth one, which I didn't care for.","I haven't seen that one yet, but I've heard good things about it. Have you seen any other movies?"
"I've never seen the 4th one either. I heard it was pretty good, though. @ I'll have to check it out. I'm always looking for new movies to watch.","It was okay, not as good as the first one, but it was okay I guess."
I like to go to the beach and surf.  I also like to hike.  What about you? @ That's too bad.  Where do you live?  I live in Florida.  We have great beaches here.,"I like hiking too, but I don't get to do it as much as I'd like."
"I like hiking too, but I don't get to do it as much as I'd like. @ I live near the Gulf of Mexico, so the beaches aren't too far away.",That's too bad.  Where do you live?  I live in Florida.  We have great beaches here.
"I live near the Gulf of Mexico, so the beaches aren't too far away. @ It's a great place to visit.  The beaches are beautiful and the people are very friendly.",I've never been to the gulf of mexico.  What is it like?
I'm only 5'11 so I know what you mean. It makes me so nervous. @ I know right? I feel like I'm going to die every time I get in a car.,I'm the same height as you. I don't know what I would do if I was that tall.
"Oh, I see. I didn't know that. Do you have any hobbies? I like to lamp. @ I do not have any of his books, but I have seen the movies. They are very good.","I don't have much time for hobbies these days, but I do like to read."
"I don't have much time for hobbies these days, but I do like to read. @ I haven't seen any of the movies, but the books are so much better than the movies!","I do not have any of his books, but I have seen the movies. They are very good."
"I do not have any of his books, but I have seen the movies. They are very good. @ I have never seen the movie. I have read the books though. Do you have any favorite authors?","I haven't seen any of the movies, but the books are so much better than the movies!"
"I don't really have a favorite author, but my favorite book of his is The Catcher in the Rye. @ It's a romantic comedy set in the late 19th century. It's really good.",I have never heard of that one. I will have to check it out. What is it about?
It's a romantic comedy set in the late 19th century. It's really good. @ I highly recommend it. It was written by Jane Austen. She was a great writer.,I'll have to look into it. I'm always looking for a new book to read.
"Oh wow, I didn't realize it was that old. Do you have a favorite color? Mine is yellow. @ I love the color yellow. It reminds me of summer time. What is your favorite season?","Yellow is a great color. My favorite color is blue, but yellow is a close second."
I love the color yellow. It reminds me of summer time. What is your favorite season? @ My favorite season is summer as well. I love the sunshine and the breeze.,Summer is my favorite. It's the best time of the year. What about you?
My favorite season is summer as well. I love the sunshine and the breeze. @ I love going to the beach and swimming in the ocean. What do you like to do?,I love summer too! It's my favorite time of year. Do you have any favorite things to do in the summer?
I love summer too! It's my favorite time of year. Do you have any favorite things to do in the summer? @ I like to go fishing. It's so relaxing to be out in the wilderness.,I love going to the beach and swimming in the ocean. What do you like to do?
"I love going to the beach and swimming in the ocean. What do you like to do? @ I like fishing too, but I don't get to do it as much as I'd like.",I like to go fishing. It's so relaxing to be out in the wilderness.
I like to go fishing. It's so relaxing to be out in the wilderness. @ That's too bad. Do you live near a lake or a river or ocean?,"I like fishing too, but I don't get to do it as much as I'd like."
I have been married for 10 years.  We have been together since high school.  How long has your friend been together? @ That is great.  I am happy for you.  Do you think you will get engaged soon?,"It's been a couple of years since we got engaged, but we've known each other for a long time."
"I have been with her for 3 years, so I think we will be married for at least 5 more years. @ Thank you very much, I appreciate it. I hope you have a great day.","Wow, that's a long time. I wish you the best of luck in the future."
Alternative music is great. I listen to it while I work in the coffee shop I work at. @ I work as a barista at a local cafe. What do you do for a living?,That's cool. What kind of coffee shop do you work at? I like Starbucks.
"That's cool. What kind of coffee shop do you work at? I like Starbucks. @ I'm a student right now, but I hope to work in a coffee shop one day.",I work as a barista at a local cafe. What do you do for a living?
I work as a barista at a local cafe. What do you do for a living? @ I hope you get to work there someday. It is a great place to work.,"I'm a student right now, but I hope to work in a coffee shop one day."
"I'm a student right now, but I hope to work in a coffee shop one day. @ Thank you, I hope so too. It would be nice to have a steady job.",I hope you get to work there someday. It is a great place to work.
I yelled at him and told him to get out of my room.  He didn't listen to me. @ He started yelling at me and I had to call the police.  It was so embarrassing.,I would have done the same thing. What did he do after you yelled him out?
"He started yelling at me and I had to call the police.  It was so embarrassing. @ It was a little embarrassing, but I got over it pretty quickly.  I just hope he doesn't do it again.","Oh no, I'm sorry to hear that. I hope it wasn't too bad for you."
"It was a little embarrassing, but I got over it pretty quickly.  I just hope he doesn't do it again. @ Thank you, me too.  It was pretty embarrassing at the time, but it was a long time ago.",I'm sure he won't. I'm glad you were able to get over it.
That's pretty cool. Do you have any favorite shows? Mine is Tom and Jerry. @ I still watch it from time to time. It's one of my favorite cartoons.,I used to watch Tom & Jerry all the time when I was a kid. I still watch it from time to time.
I used to watch Tom & Jerry all the time when I was a kid. I still watch it from time to time. @ It's a classic for sure. It was created by William Hanna and Joseph Barbera.,I still watch it from time to time. It's one of my favorite cartoons.
I still watch it from time to time. It's one of my favorite cartoons. @ Tom and Jerry is one of the most popular animated shorts of all time.,It's a classic for sure. It was created by William Hanna and Joseph Barbera.
Tom and Jerry is one of the most popular animated shorts of all time. @ That's right! It's been around for a long time. It debuted in 1959.,Yes it is! It was produced by Hanna-Barbera from 1940 to 1958.
"Yes it is! It was produced by Hanna-Barbera from 1940 to 1958. @ Yes, it was created by William Hanna and Joseph Barbera.",That's right! It's been around for a long time. It debuted in 1959.
"Yes, it was created by William Hanna and Joseph Barbera. @ Yes it was, and it was the highest grossing animated film of all time at the box office.","That's right. It was released in the United States on September 16, 1957."
I'm glad to hear that. It's always nice to be appreciated for what you have. @ That's great to hear. I hope you have a great rest of your day. I know you deserve it.,"Yes, it is. I am so grateful for everything that has happened to me."
"Yes, it is. I am so grateful for everything that has happened to me. @ Thank you so much, I appreciate that. I will try my best to have a good rest of the day.",That's great to hear. I hope you have a great rest of your day. I know you deserve it.
You're welcome. I wish you the best of luck in your future endeavors. @ I'm glad I could help. I hope you have a great rest of your evening.,"You as well, and thank you for the kind words. It means a lot to me."
"No, I haven't. I don't know if I could ever get used to wearing them. @ Yeah, I guess so. I just don't want to have to wear them for the rest of my life.","Contact lenses can be a pain in the ass, but it's worth it in the end."
I don't know if I could ever get used to putting something in my eyes all the time. @ I just don't like the idea of putting something directly on my eyeballs.,I don't think I could either. I can't even wear sunglasses.
"I would have to say The Shining. It's one of my all time favorites. @ I highly recommend it, it's a great book. It was adapted from the Stephen King novel of the same name.",I haven't read that one either. I'll have to add it to my list.
It's definitely worth a read. It's one of my favorite books of all time. @ I think it's the fact that it's set in a fictional world that I grew up in.,I'll have to add it to my to-do list. What's your favorite part about it?
"I love to shop too. I'm a couponer so I save a lot of money. @ Yes, I love using coupons.  It saves me so much money.  Do you use them often?","Couponing is a great way to save money, especially if you know how to use them."
I had a Labrador Retriever. He was the best dog ever. @ Labs are great dogs. They were bred to retrieve shot waterfowl.,"Aww, I love labradors! They're so sweet and gentle."
"Aww, I love labradors! They're so sweet and gentle. @ I've never had one, but I've always wanted one. They're the third most popular family dog in the US.",Labs are great dogs. They were bred to retrieve shot waterfowl.
"Labs are great dogs. They were bred to retrieve shot waterfowl. @ They are a great family dog. They are also used for hunting, herding, and pulling loads.","I've never had one, but I've always wanted one. They're the third most popular family dog in the US."
"Do you have any pets? I have a dog, he's a little chihuahua. @ He's a year and a half old. What kind of car do you want to get?","I don't have any, but I would love to get a dog one day. How old is your dog?"
I'm not sure yet. I'm leaning towards something smaller and more fuel-efficient. @ I think I'm going to go with the Accord. It's one of the best-selling cars in the US.,That sounds like a good choice. I am leaning toward something more fuel efficient as well.
"Thank you, I hope so too. It's been a long time since I've been sick. @ It really is. I feel like I'm going to be sick for the rest of my life.","I know what you mean, I have been sick for a few months now and it is horrible."
"That's a good idea. I'm from Austin, Texas and we have a lot of rocks here. @ I've never been, but I've always wanted to go. Austin is the capital and most populous city of the state of Texas.",Austin is a great place to live. It's the fastest growing city in the United States.
Austin is a great place to live. It's the fastest growing city in the United States. @ Yes it is! It's also the capital of Texas and the third-largest metropolitan area in the U.S.,"I've never been, but I've always wanted to go. Austin is the capital and most populous city of the state of Texas."
"No, I live in Houston. It's actually the fastest growing city in the United States. @ It's a great place to visit if you ever get the chance. Austin is the most populous city in Texas.","That's awesome! I've never been to Texas, but I've always wanted to go."
"That's awesome! I've never been to Texas, but I've always wanted to go. @ I'll have to check it out one day. I've heard it's very diverse.",It's a great place to visit if you ever get the chance. Austin is the most populous city in Texas.
"I don't, but I would love to get a dog. I hear they are great companions. @ I am not sure yet. I think I would like a medium sized dog that is easy to take care of.",They really are. They're so loyal and playful. What kind of dog do you want?
I am not sure yet. I think I would like a medium sized dog that is easy to take care of. @ That is true. They have been bred for so many different behaviors and qualities.,"I think that's a good choice. Dogs have been selectively bred over millennia for various behaviors, sensory capabilities, and physical attributes."
"That is true. They have been bred for so many different behaviors and qualities. @ Yes they do. They vary in size, shape, and color. It is amazing how many different breeds there are.","Yes, and they vary widely in shape, size, color, and shape."
"I agree! I'm not a fan of makeup myself, but I know a lot of people use it to enhance their appearance. @ I agree, it can be used as a form of cosmetic beauty treatment.","I agree, I don't like it either, but some people do use it for cosmetic purposes."
"Yes, it is also used to enhance or alter your appearance. @ Yes, it can. It can also change the way you look physically and emotionally.",It can also alter how well your skin looks and how you feel about it.
"Yes it can, and it can also make you feel good about yourself and your self-esteem. @ I agree, it's a great way to get out of the house and meet new people.",That's true. It's also a good way to boost self esteem and confidence.
That's good to hear.  It's always good to have a plan for the future. @ I'm sure he will.  You sound like a great parent.  I wish you and your family the best.,"Yeah, I hope he does well. I know he will, he's a good kid."
"Yeah, I hope he does well. I know he will, he's a good kid. @ Thank you so much, I really appreciate it. I hope you have a great day as well.",I'm sure he will.  You sound like a great parent.  I wish you and your family the best.
I'm sure he will.  You sound like a great parent.  I wish you and your family the best. @ You too!  Thanks for the chat.  Have a great rest of your evening!,"Thank you so much, I really appreciate it. I hope you have a great day as well."
"You as well, and thank you for the kind words, it means a lot to me. @ Thank you very much. I hope you have a great evening as well. Take care.",You are very welcome.  I wish you the best of luck in your future endeavors.
What kind of job are you looking for? I can help you find one if you want. @ Nursing is a great field to get into. I'm sure you'll find something.,I am looking for a job in the medical field. I have a degree in nursing.
Nursing is a great field to get into. I'm sure you'll find something. @ That sounds like a great career choice. Nurses are very important to the health of people.,I hope so. I want to be a nurse practitioner or a physician.
"That sounds like a great career choice. Nurses are very important to the health of people. @ Yes, I agree. It would be a great way to make a difference in a lot of people's lives.","Yes, I think it would be very rewarding to be able to help people with their health issues."
"Yes, I agree. It would be a great way to make a difference in a lot of people's lives. @ That's a great profession to get into. Nurses are very important to the health of people.",I think so too. I think I would like to be a nurse for a long time.
That's good to know. I hope we don't get hit by one anytime soon. @ I hope so too.  It would be a shame to lose all of those islands.,I hope so too. It's been a long time since I've been hit by a car.
I love the Red Hot Chili Peppers.  I saw them in concert a few years ago. @ I have seen them a few times.  They are great live.  Have you seen them live before?,"I've never been to a concert, but I've always wanted to see them live."
"I've never been to a concert, but I've always wanted to see them live. @ No, I haven't. I would love to though. I've heard they're a great band.",I have seen them a few times.  They are great live.  Have you seen them live before?
I have seen them a few times.  They are great live.  Have you seen them live before? @ They are.  I saw them in concert last year.  It was a lot of fun.,"No, I haven't. I would love to though. I've heard they're a great band."
"No, I haven't. I would love to though. I've heard they're a great band. @ I bet it was! I'm glad you got to see them live. Do you have any other favorite bands?",They are.  I saw them in concert last year.  It was a lot of fun.
They are.  I saw them in concert last year.  It was a lot of fun. @ I love the Beatles.  They are my favorite band of all time.  What about you?,I bet it was! I'm glad you got to see them live. Do you have any other favorite bands?
"I bet it was! I'm glad you got to see them live. Do you have any other favorite bands? @ I don't really have a favorite, but I do like some of their songs. They were formed in Liverpool in 1960.",I love the Beatles.  They are my favorite band of all time.  What about you?
I love the Beatles.  They are my favorite band of all time.  What about you? @ I like them too.  I think they are one of the most influential bands in the history of rock and roll.,"I don't really have a favorite, but I do like some of their songs. They were formed in Liverpool in 1960."
"Yes, I have two other dogs. One is a lab and the other is a cocker spaniel. @ Aww, I'm sorry to hear that. Labs are great dogs. They were bred to retrieve shot waterfowl.","I love labradors! I used to have one, but she passed away a few years ago."
"I love labradors! I used to have one, but she passed away a few years ago. @ Aww, that's so sweet of you to take care of her. I bet she was a great companion.","Aww, I'm sorry to hear that. Labs are great dogs. They were bred to retrieve shot waterfowl."
"I have never been either, but it is on my bucket list. I have heard it is beautiful. @ I like to go to the beach and surf. What do you do for fun?",It looks like it would be. I hope you get to go one day. What else do you like to do?
It looks like it would be. I hope you get to go one day. What else do you like to do? @ I like to play video games and listen to music. Do you have any other hobbies?,I like to go to the beach and surf. What do you do for fun?
I like to go to the beach and surf. What do you do for fun? @ Video games are fun. I also like to read. What kind of music do you listen to?,I like to play video games and listen to music. Do you have any other hobbies?
"I like to play video games and listen to music. Do you have any other hobbies? @ I like all kinds of music, but my favorite genre is rock. What about you?",Video games are fun. I also like to read. What kind of music do you listen to?
Video games are fun. I also like to read. What kind of music do you listen to? @ I listen to a little bit of everything. My favorite band is Led Zeppelin.,"I like all kinds of music, but my favorite genre is rock. What about you?"
I listen to a little bit of everything. My favorite band is Led Zeppelin. @ I didn't know that. They are one of the most influential bands of all time.,I like them too. They were formed in 1962 in Los Angeles.
"Yeah, it was a lot of hard work, but it was worth it in the end. @ She did, and I'm so proud of her. She's going to do great things.",I'm sure it was. She must have worked really hard to get to where she is today.
I hope so too. She has a bright future ahead of her if she keeps working hard. @ She really does. I'm so proud of her. She's going to do great things.,I'm sure she will. She seems to have a good head on her shoulders.
I'm sure she will. She seems to have a good head on her shoulders. @ That's great to hear. I hope she continues to do well in her studies.,She really does. I'm so proud of her. She's going to do great things.
"I've never been in a hurricane, but I know they can be devastating. @ I live in Florida, so I've been through quite a few. They can be scary.",They can be. I'm glad I don't live in an area that gets hurricanes.
I used to watch it all the time when I was a kid. It was created by William Hanna and Joseph Barbera. @ I still watch it from time to time. It's one of the most popular animated shows in the world.,"I loved it as a kid, but I don't watch it as much as I used to."
"I loved it as a kid, but I don't watch it as much as I used to. @ I know, it's been around for a long time.  It debuted on Nickelodeon in 1989.",I still watch it from time to time. It's one of the most popular animated shows in the world.
"I still watch it from time to time. It's one of the most popular animated shows in the world. @ Oh wow, I didn't realize it was that old. It was created by Gene Roddenberry.","I know, it's been around for a long time.  It debuted on Nickelodeon in 1989."
"I know, right?  It's been on the air since August of 1997. @ Yeah, it's been around for a long time.  It debuted in 1989.","Yeah, I remember watching it when it first aired on NBC in 1998."
"Yeah, I remember watching it when it first aired on NBC in 1998. @ Yeah it's a great show. It was created by Maurice Ravel and co-created by Peter Gene Hernandez.","Yeah, it's been around for a long time.  It debuted in 1989."
"He yelled at me. I was the youngest of 3 boys, so I guess I deserved it. @ No, he was just angry at me because I didn't do anything to deserve it.","Oh no, I'm sorry to hear that. Did he yell at you for something specific?"
"Thank you, I appreciate it. I'm trying to get over it but it's hard. @ Thank you for the kind words. I am trying to keep my head up and stay positive.","I know it is hard, but I'm sure you'll be able to get through it."
"That's really cool. Do you have a favorite type of shell? I like the ones that are used to make jewelry. @ I've never seen one in person, but I've seen pictures of them. I bet they're beautiful.",My favorite shell is the Pacific Ocean shells. They are the most abundant in the world.
"Yes, there were quite a few. It was very entertaining to watch. Do you like UFC? @ I didn't know that, but it makes a lot of sense. UFC is one of the most popular combat sports in the world.","Yes, I love UFC. The UFC was founded in 1962 in Los Angeles."
"Yes, I love UFC. The UFC was founded in 1962 in Los Angeles. @ Yes it is. It is the world's most popular mixed martial arts sport.","I didn't know that, but it makes a lot of sense. UFC is one of the most popular combat sports in the world."
"I didn't know that, but it makes a lot of sense. UFC is one of the most popular combat sports in the world. @ I didn't realize it was that popular. I thought it was just boxing.",Yes it is. It is the world's most popular mixed martial arts sport.
"I didn't realize it was that popular. I thought it was just boxing. @ Yes, I know that. I just didn't know it was so popular in the U.S.",It has been around for a long time. It was founded in the late 19th century.
It has been around for a long time. It was founded in the late 19th century. @ It is very popular. It is one of the most popular professional sports in the world.,"Yes, I know that. I just didn't know it was so popular in the U.S."
"I don't know. I guess I just don't like the idea of them waking up. @ I know, right? I wish I could just go back to sleep and wake up early.",I know what you mean. It's hard to get up in the mornings.
I know what you mean. It's hard to get up in the mornings. @ Me too. I just want to go to bed so I can get up and go to work.,"I know, right? I wish I could just go back to sleep and wake up early."
"I know, right? I wish I could just go back to sleep and wake up early. @ I know right. I hate waking up early and having to wake up at the same time.",Me too. I just want to go to bed so I can get up and go to work.
I know right. I hate waking up early and having to wake up at the same time. @ I know right? I hate it so much. I wish I could just go back to sleep.,I hate it too. It is so hard to get up in the morning. I have to force myself to go.
I hate it too. It is so hard to get up in the morning. I have to force myself to go. @ I just want to go to sleep so I don't have to deal with the mornings.,I know right? I hate it so much. I wish I could just go back to sleep.
I know right? I hate it so much. I wish I could just go back to sleep. @ Me too. I hate waking up early and having to wake up early to get ready for work.,I just want to go to sleep so I don't have to deal with the mornings.
"I don't have any pets at the moment, but I used to have a cat. @ Cats are great pets. They are great for companionship and hunting vermin.","I've always wanted a cat, but my apartment doesn't allow them.  I would love to have one though."
"I've always wanted a cat, but my apartment doesn't allow them.  I would love to have one though. @ They really are.  They're great companions.  Do you have any other pets?",Cats are great pets. They are great for companionship and hunting vermin.
My favorite makeup artist is Kim Kardashian.  She is very talented. @ I do a lot of contouring.  I love the way it makes my skin look.,I've never heard of her. I'll have to look her up. What kind of makeup do you do?
"Yes, I was very thankful for that. I hope they do the same for me in the future. @ Thank you so much, I appreciate it! I hope you have a great day as well!",I'm sure they will. You seem like a nice person. I wish you all the best.
It's not too bad once you get the hang of it. You just have to be patient. @ You're welcome. I hope it goes well for you. I'm sure you'll do great!,"Yeah, I guess you're right. I'll have to keep that in mind. Thanks for the advice!"
"I love tacos as well. I like to make my own at home. What do you like to do for fun? @ Tacos are my favorite food. I love how they can be made with a variety of fillings like beef, pork, chicken, seafood, and vegetables.",Tacos are my favorite! I love to play video games and watch movies. What about you?
"Tacos are my favorite! I love to play video games and watch movies. What about you? @ Yes, they are so versatile. They can be eaten without utensils, or with a fork and knife.","Tacos are my favorite food. I love how they can be made with a variety of fillings like beef, pork, chicken, seafood, and vegetables."
"Tacos are my favorite food. I love how they can be made with a variety of fillings like beef, pork, chicken, seafood, and vegetables. @ That's true. I like to make my tacos with corn or wheat tortillas.","Yes, they are so versatile. They can be eaten without utensils, or with a fork and knife."
That's true. I like to make my tacos with corn or wheat tortillas. @ Flour for sure. I don't like the wheat flour ones at all.,That sounds really good. Do you make them with a corn tortilla or a flour tortilla?
"That sounds really good. Do you make them with a corn tortilla or a flour tortilla? @ I like flour better than wheat, but I can see why you prefer corn.",Flour for sure. I don't like the wheat flour ones at all.
I do a little bit of everything. Salsa is one of my favorites though. @ Since I was a little girl. It's a great way to express yourself and express yourself.,"I've never been able to dance, but I've always wanted to learn how to do it. How long have you been dancing?"
Since I was a little girl. It's a great way to express yourself and express yourself. @ I do! I love to cook and bake. What about you? What kind of hobbies do you have?,I bet it is! I bet you have a lot of fun doing it. Do you have any other hobbies?
"I like both, but prefer Mushroom Ketchup.  What do you like to eat? @ I like all kinds of meatsloaf. I could eat it every night for the rest of my life.","I like a lot of different foods, but my favorite is Italian food. What about you?"
